cut,source,kind,in_ms,len_ms,inferred_slot,verdict,centroid,tilt,usable,alts,corr,fails,note
heavy_side_of_raw_meat_dropped_flat_onto_a_wooden_variation4_1-s01.wav,Firefly_audio_heavy_side_of_raw_meat_dropped_flat_onto_a_wooden__variation4(1).wav,short,236,302,imp_body,RETRY,4400,8.1,292,"imp_transient, limb_tap",1.0,"centroid 4400 Hz, slot wants 800-4200",satellite @174ms -30dB
heavy_side_of_raw_meat_dropped_flat_onto_a_wooden_variation4_1-s02.wav,Firefly_audio_heavy_side_of_raw_meat_dropped_flat_onto_a_wooden__variation4(1).wav,short,589,227,imp_body,RETRY,4522,21.2,220,,1.0,"centroid 4522 Hz, slot wants 800-4200; 6 transients in lomid, slot wants 0-5",satellite @174ms -30dB
heavy_side_of_raw_meat_dropped_flat_onto_a_wooden_variation4-s01.wav,Firefly_audio_heavy_side_of_raw_meat_dropped_flat_onto_a_wooden__variation4.wav,single,17,481,imp_body,RETRY,5071,7.2,472,limb_tap,1.0,"-20 dB in 12 ms, slot wants 15-200; centroid 5071 Hz, slot wants 800-4200",
heavy_thud_on_old_creaking_wooden_boards_hollow_b_variation3-s01.wav,"Firefly_audio_heavy_thud_on_old_creaking_wooden_boards,_hollow_b_variation3.wav",short,22,90,surf_wood,RETRY,1051,13.0,86,,0.82,"only 86 ms of event, slot wants 120-200",satellite @176ms -22dB
heavy_thud_on_old_creaking_wooden_boards_hollow_b_variation3-s02.wav,"Firefly_audio_heavy_thud_on_old_creaking_wooden_boards,_hollow_b_variation3.wav",short,99,83,surf_wood,RETRY,1064,27.1,78,,0.82,"only 78 ms of event, slot wants 120-200",satellite @176ms -22dB
heavy_thud_on_old_creaking_wooden_boards_hollow_b_variation4-s01.wav,"Firefly_audio_heavy_thud_on_old_creaking_wooden_boards,_hollow_b_variation4.wav",short,23,93,surf_wood,RETRY,1321,17.5,88,,1.0,"only 88 ms of event, slot wants 120-200",satellite @522ms -31dB
heavy_thud_on_old_creaking_wooden_boards_hollow_b_variation4-s02.wav,"Firefly_audio_heavy_thud_on_old_creaking_wooden_boards,_hollow_b_variation4.wav",short,106,422,surf_wood,KEEP,674,36.4,418,"surf_soft, scrape_grain, gore_wet, head_impact, settle_rest",1.0,,satellite @522ms -31dB
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1-s01.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1.wav,short,58,138,gore_wet,RETRY,4666,-23.9,132,surf_stone,0.95,"only 132 ms of event, slot wants 200-400; centroid 4666 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1-s02.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1.wav,short,186,298,gore_wet,RETRY,5305,-25.9,290,"imp_transient, surf_stone, limb_tap",0.95,"-20 dB in 12 ms, slot wants 20-350; centroid 5305 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1-long.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation1.wav,long,58,426,gore_wet,RETRY,4665,-24.1,258,surf_stone,0.95,"centroid 4665 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2-s01.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2.wav,short,238,162,gore_wet,RETRY,7964,-37.2,114,"imp_transient, surf_stone",0.83,"only 114 ms of event, slot wants 200-400; centroid 7964 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2-s02.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2.wav,short,390,170,gore_wet,RETRY,8254,-22.6,166,"imp_transient, surf_stone, limb_tap",0.83,"centroid 8254 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2-long.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation2.wav,long,238,322,gore_wet,RETRY,7937,-26.3,270,,0.83,"centroid 7937 Hz, slot wants 400-4000",
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3-s01.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3.wav,short,30,132,gore_wet,RETRY,6048,-28.8,110,"imp_transient, surf_stone",0.96,"only 110 ms of event, slot wants 200-400; centroid 6048 Hz, slot wants 400-4000",satellite @358ms -33dB; satellite @614ms -22dB; satellite @676ms -28dB
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3-s02.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3.wav,short,152,142,gore_wet,RETRY,6781,-25.5,134,"imp_transient, surf_stone, limb_tap",0.96,"only 134 ms of event, slot wants 200-400; -20 dB in 16 ms, slot wants 20-350; centroid 6781 Hz, slot wants 400-4000",satellite @358ms -33dB; satellite @614ms -22dB; satellite @676ms -28dB
heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3-long.wav,Firefly_audio_heavy_wet_slap_of_soaked_cloth_and_raw_meat_torn_a_variation3.wav,long,30,264,gore_wet,RETRY,6095,-27.5,214,surf_stone,0.96,"centroid 6095 Hz, slot wants 400-4000",satellite @358ms -33dB; satellite @614ms -22dB; satellite @676ms -28dB
hitmarker_sound_single_short_crack_tap_critical_variation1-s01.wav,"Firefly_audio_hitmarker_sound,_single_short_crack_tap,_critical__variation1.wav",single,20,460,imp_transient,KEEP,7644,-37.1,404,"surf_stone, limb_tap",0.99,,
hitmarker_sound_single_short_crack_tap_critical_variation2-s01.wav,"Firefly_audio_hitmarker_sound,_single_short_crack_tap,_critical__variation2.wav",single,99,127,imp_transient,RETRY,8037,-54.6,120,limb_tap,0.61,"-20 dB in 4 ms, slot wants 5-90",
leg_of_raw_meat_dropped_flat_onto_a_bare_wooden_fl_variation2-s01.wav,Firefly_audio_leg_of_raw_meat_dropped_flat_onto_a_bare_wooden_fl_variation2.wav,short,44,276,imp_body,RETRY,4474,-0.0,268,imp_transient,0.95,"centroid 4474 Hz, slot wants 800-4200; tilt -0.0 dB, must lean low by 4+ (not a hiss)",
leg_of_raw_meat_dropped_flat_onto_a_bare_wooden_fl_variation2-s02.wav,Firefly_audio_leg_of_raw_meat_dropped_flat_onto_a_bare_wooden_fl_variation2.wav,short,650,322,imp_body,RETRY,6169,4.1,314,"imp_transient, limb_tap",0.95,"centroid 6169 Hz, slot wants 800-4200",
light_quick_tap_of_a_forearm_against_a_hard_floor_variation1-s01.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation1.wav",short,26,134,limb_tap,KEEP,5708,-9.4,96,"imp_transient, surf_stone",0.89,,
light_quick_tap_of_a_forearm_against_a_hard_floor_variation1-s02.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation1.wav",short,192,388,limb_tap,KEEP,5758,-15.6,102,"imp_transient, surf_stone",0.89,,
light_quick_tap_of_a_forearm_against_a_hard_floor_variation1-s03.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation1.wav",short,842,104,limb_tap,KEEP,5866,-13.6,62,imp_transient,0.89,,
light_quick_tap_of_a_forearm_against_a_hard_floor_variation2-s01.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation2.wav",short,8,188,limb_tap,KEEP,3993,-1.3,182,imp_transient,0.91,,satellite @190ms -27dB; satellite @432ms -28dB; satellite @676ms -32dB
light_quick_tap_of_a_forearm_against_a_hard_floor_variation2-s02.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation2.wav",short,266,172,limb_tap,KEEP,4558,-0.6,166,imp_transient,0.91,,satellite @190ms -27dB; satellite @432ms -28dB; satellite @676ms -32dB
light_quick_tap_of_a_forearm_against_a_hard_floor_variation2-s03.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation2.wav",short,506,176,limb_tap,KEEP,4740,0.0,167,imp_transient,0.91,,satellite @190ms -27dB; satellite @432ms -28dB; satellite @676ms -32dB
light_quick_tap_of_a_forearm_against_a_hard_floor_variation2-s04.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation2.wav",short,739,189,limb_tap,KEEP,4810,-6.0,182,imp_transient,0.91,,satellite @190ms -27dB; satellite @432ms -28dB; satellite @676ms -32dB
light_quick_tap_of_a_forearm_against_a_hard_floor_variation3-s01.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation3.wav",short,33,569,limb_tap,KEEP,5058,-10.9,510,"imp_transient, surf_stone",0.96,,satellite @716ms -27dB
light_quick_tap_of_a_forearm_against_a_hard_floor_variation3-s02.wav,"Firefly_audio_light_quick_tap_of_a_forearm_against_a_hard_floor,_variation3.wav",short,590,132,limb_tap,KEEP,5475,-16.9,88,"imp_transient, surf_stone",0.96,,satellite @716ms -27dB
loose_fabric_and_a_heavy_limb_slumping_to_rest_on_variation3-s01.wav,Firefly_audio_loose_fabric_and_a_heavy_limb_slumping_to_rest_on__variation3.wav,short,62,250,settle_rest,KEEP,2462,9.4,246,"surf_wood, surf_soft, scrape_grain, gore_wet, head_impact",0.99,,
loose_fabric_and_a_heavy_limb_slumping_to_rest_on_variation3-s02.wav,Firefly_audio_loose_fabric_and_a_heavy_limb_slumping_to_rest_on__variation3.wav,short,301,377,settle_rest,KEEP,2567,11.7,370,"surf_wood, surf_soft, gore_wet, head_impact",0.99,,
naked_body_sliding_along_gorund_close_mic_dry_st_variation3-loop.wav,"Firefly_audio_naked_body_sliding_along_gorund,_close_mic,_dry_st_variation3.wav",loop,0,1000,scrape_loop,RETRY,9773,-40.4,1000,,0.9,"envelope std 11.9 dB, too lumpy for a bed; 42 grains/s, want 8-40; tilt -40.4 dB, must lean low by 5+ (not a hiss)",scrape_loop; window swept for seam
naked_body_sliding_along_gorund_close_mic_dry_st_variation3-long.wav,"Firefly_audio_naked_body_sliding_along_gorund,_close_mic,_dry_st_variation3.wav",long,28,908,scrape_loop,RETRY,9774,-40.4,908,,0.9,"envelope std 11.6 dB, too lumpy for a bed; 46 grains/s, want 8-40; tilt -40.4 dB, must lean low by 5+ (not a hiss)","scrape_loop; full take, not seam-matched"
naked_body_sliding_along_ground_dense_continuous_variation3-loop.wav,"Firefly_audio_naked_body_sliding_along_ground,_dense_continuous__variation3.wav",loop,2280,2008,scrape_loop,RETRY,7824,-19.1,2008,foley_cloth,0.91,"envelope std 1.5 dB, too flat/synthetic; 81 grains/s, want 8-40; tilt -19.1 dB, must lean low by 5+ (not a hiss)",scrape_loop; window swept for seam
naked_body_sliding_along_ground_dense_continuous_variation3-long.wav,"Firefly_audio_naked_body_sliding_along_ground,_dense_continuous__variation3.wav",long,0,9978,scrape_loop,RETRY,7919,-21.3,9978,,0.91,"74 grains/s, want 8-40; tilt -21.3 dB, must lean low by 5+ (not a hiss)","scrape_loop; full take, not seam-matched"
naked_body_sliding_and_scraping_along_ground_dens_variation1-loop.wav,"Firefly_audio_naked_body_sliding_and_scraping_along_ground,_dens_variation1.wav",loop,3320,2008,scrape_loop,RETRY,8542,-36.3,2008,,0.91,"47 grains/s, want 8-40; tilt -36.3 dB, must lean low by 5+ (not a hiss)",scrape_loop; window swept for seam
naked_body_sliding_and_scraping_along_ground_dens_variation1-long.wav,"Firefly_audio_naked_body_sliding_and_scraping_along_ground,_dens_variation1.wav",long,0,9982,scrape_loop,RETRY,9110,-36.6,9982,,0.91,"tilt -36.6 dB, must lean low by 5+ (not a hiss)","scrape_loop; full take, not seam-matched"
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-s01.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",short,90,190,crunch_gran,RETRY,8481,-23.0,120,"imp_transient, surf_stone, limb_tap",0.95,"only 120 ms of event, slot wants 250-400; -20 dB in 14 ms, slot wants 30-400; centroid 8481 Hz, slot wants 500-4500; 2 transients in lomid, slot wants 15-99",satellite @710ms -26dB
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-s02.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",short,270,436,crunch_gran,RETRY,7708,-42.2,284,limb_tap,0.95,"-20 dB in 4 ms, slot wants 30-400; centroid 7708 Hz, slot wants 500-4500; 4 transients in lomid, slot wants 15-99",satellite @710ms -26dB
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-long.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",long,90,616,crunch_gran,RETRY,8319,-24.3,542,"imp_transient, surf_stone",0.95,"-20 dB in 14 ms, slot wants 30-400; centroid 8319 Hz, slot wants 500-4500; 6 transients in lomid, slot wants 15-99",satellite @710ms -26dB
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s01.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,4,112,limb_tap,KEEP,4441,9.6,104,,1.0,,
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s02.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,543,109,limb_tap,KEEP,6259,9.8,104,,1.0,,
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s03.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,886,94,limb_tap,KEEP,4063,8.8,86,,1.0,,
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1-s01.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1.wav,short,14,230,imp_body,KEEP,3690,7.7,226,"imp_transient, limb_tap, gore_wet",0.96,,
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1-s02.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1.wav,short,231,421,imp_body,RETRY,4520,10.4,412,scrape_grain,0.96,"centroid 4520 Hz, slot wants 800-4200; 10 transients in lomid, slot wants 0-5",
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2-s01.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2.wav,short,27,117,imp_body,RETRY,3366,3.6,112,"imp_transient, limb_tap",0.84,"only 112 ms of event, slot wants 150-250; tilt +3.6 dB, must lean low by 4+ (not a hiss)",satellite @434ms -34dB
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2-s02.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2.wav,short,133,307,imp_body,RETRY,5768,-2.7,302,"surf_stone, scrape_grain",0.84,"centroid 5768 Hz, slot wants 800-4200; tilt -2.7 dB, must lean low by 4+ (not a hiss); 20 transients in lomid, slot wants 0-5",satellite @434ms -34dB
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s01.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,20,248,limb_tap,KEEP,3793,1.8,242,"imp_transient, imp_body, gore_wet",1.0,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s02.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,239,167,limb_tap,KEEP,2859,9.3,162,"imp_body, surf_wood, surf_soft, gore_wet, settle_rest",1.0,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s03.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,394,214,limb_tap,KEEP,3396,12.2,174,"imp_body, surf_wood, surf_soft, gore_wet, settle_rest",1.0,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s04.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,606,194,limb_tap,KEEP,3453,8.8,174,"imp_body, surf_soft",1.0,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s05.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,856,142,limb_tap,KEEP,3918,2.5,130,imp_transient,1.0,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s01.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,20,72,limb_tap,KEEP,1759,13.5,66,,0.97,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s02.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,74,118,limb_tap,KEEP,2388,-2.3,112,imp_transient,0.97,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s03.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,379,189,limb_tap,KEEP,2616,-1.8,184,"imp_transient, surf_wood, surf_soft, gore_wet, settle_rest",0.97,,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s04.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,828,156,limb_tap,KEEP,2698,2.7,152,"imp_transient, imp_body, surf_soft",0.97,,
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation1-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation1.wav,single,36,206,imp_transient,KEEP,5322,-10.3,196,limb_tap,0.99,,satellite @264ms -34dB
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation3-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation3.wav,single,75,429,imp_transient,KEEP,4826,-9.5,424,"imp_body, limb_tap",0.99,,satellite @498ms -33dB
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation4-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation4.wav,single,10,364,imp_transient,KEEP*,3817,-6.9,347,"imp_body, surf_soft, limb_tap",0.99,"second contact at +63 ms (-15 dB), collides with imp_sub",
side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation2-s01.wav,Firefly_audio_side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation2.wav,single,133,265,imp_body,KEEP,3580,9.2,256,"imp_transient, gore_wet",1.0,,
side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation3-s01.wav,Firefly_audio_side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation3.wav,single,222,200,imp_body,RETRY,5943,5.8,194,imp_transient,0.99,"second contact at +49 ms (-8 dB), collides with imp_sub; centroid 5943 Hz, slot wants 800-4200",
single_hard_knuckle_crack_against_a_wooden_board_variation1-s01.wav,"Firefly_audio_single_hard_knuckle_crack_against_a_wooden_board,__variation1.wav",short,32,130,imp_transient,RETRY,981,3.5,118,limb_tap,0.99,"centroid 981 Hz, slot wants 1500-9000; tilt +3.5 dB, too bass-led (max -6) — a body take, not a transient",
single_hard_knuckle_crack_against_a_wooden_board_variation1-s02.wav,"Firefly_audio_single_hard_knuckle_crack_against_a_wooden_board,__variation1.wav",short,878,106,imp_transient,RETRY,885,4.3,98,"surf_wood, limb_tap",0.99,"centroid 885 Hz, slot wants 1500-9000; tilt +4.3 dB, too bass-led (max -6) — a body take, not a transient",
single_hollow_knock_on_a_thick_wooden_plank_floor_variation1-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation1.wav",single,9,335,surf_wood,KEEP,512,45.5,324,"imp_sub, surf_soft, gore_wet, head_impact, settle_rest",1.0,,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,20,340,surf_wood,KEEP,687,40.4,336,"surf_soft, limb_tap, gore_wet, head_impact, settle_rest",1.0,,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s02.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,321,359,surf_wood,KEEP,703,43.1,350,"surf_soft, limb_tap, gore_wet, head_impact, settle_rest",1.0,,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s03.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,675,267,surf_wood,RETRY,680,42.7,259,"surf_soft, limb_tap",1.0,"-20 dB in 18 ms, slot wants 20-160",
single_hollow_knock_on_a_thick_wooden_plank_floor_variation4-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation4.wav",short,15,205,surf_wood,KEEP,510,44.6,196,"surf_soft, gore_wet",0.81,,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation4-s02.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation4.wav",short,650,286,surf_wood,KEEP,560,43.9,203,"surf_soft, limb_tap, gore_wet, settle_rest",0.81,,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3_1-s01.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3(1).wav",single,519,261,limb_tap,KEEP,6098,-0.8,250,imp_transient,1.0,,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3-s01.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3.wav",short,22,264,limb_tap,KEEP,2066,24.4,260,"imp_body, surf_wood, surf_soft, gore_wet",1.0,,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3-s02.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3.wav",short,481,263,limb_tap,KEEP,2128,20.7,254,"imp_body, surf_soft",1.0,,
small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation1-s01.wav,Firefly_audio_small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation1.wav,single,29,179,imp_body,RETRY,5050,-3.5,174,"imp_transient, surf_stone, limb_tap",0.98,"centroid 5050 Hz, slot wants 800-4200; tilt -3.5 dB, must lean low by 4+ (not a hiss)",satellite @202ms -31dB
small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation2-s01.wav,Firefly_audio_small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation2.wav,single,6,184,imp_body,RETRY,5515,3.3,138,"imp_transient, limb_tap",0.98,"centroid 5515 Hz, slot wants 800-4200; tilt +3.3 dB, must lean low by 4+ (not a hiss)",
small_sandbag_of_dropped_onto_packed_earth_quiet_variation2-s01.wav,"Firefly_audio_small_sandbag_of_dropped_onto_packed_earth,_quiet__variation2.wav",single,50,214,imp_body,KEEP*,2599,17.3,200,"surf_wood, surf_soft, limb_tap, gore_wet, settle_rest",1.0,"second contact at +55 ms (-17 dB), collides with imp_sub",satellite @258ms -32dB
soft_scuff_tap_of_a_boot_heel_clipping_stone_shor_variation1-s01.wav,"Firefly_audio_soft_scuff_tap_of_a_boot_heel_clipping_stone,_shor_variation1.wav",single,572,88,limb_tap,KEEP,772,8.0,78,,1.0,,
soft_scuff_tap_of_a_boot_heel_clipping_stone_shor_variation4-s01.wav,"Firefly_audio_soft_scuff_tap_of_a_boot_heel_clipping_stone,_shor_variation4.wav",single,514,80,limb_tap,KEEP,979,6.7,75,,1.0,,satellite @166ms -26dB; satellite @588ms -28dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,short,330,68,crunch_gran,RETRY,6756,-37.2,54,"imp_transient, limb_tap",0.95,"only 54 ms of event, slot wants 250-400; -20 dB in 10 ms, slot wants 30-400; centroid 6756 Hz, slot wants 500-4500; 1 transients in lomid, slot wants 15-99",satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-s02.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,short,388,470,crunch_gran,RETRY,8394,-18.7,186,"imp_transient, surf_stone",0.95,"only 186 ms of event, slot wants 250-400; -20 dB in 12 ms, slot wants 30-400; centroid 8394 Hz, slot wants 500-4500; 6 transients in lomid, slot wants 15-99",satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-long.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,long,330,528,crunch_gran,RETRY,8391,-18.7,186,"imp_transient, surf_stone",0.95,"only 186 ms of event, slot wants 250-400; -20 dB in 12 ms, slot wants 30-400; centroid 8391 Hz, slot wants 500-4500; 6 transients in lomid, slot wants 15-99",satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation2-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation2.wav,single,308,316,crunch_gran,RETRY,8875,-26.4,172,,0.94,"only 172 ms of event, slot wants 250-400; noise floor only 29 dB down; -20 dB in 22 ms, slot wants 30-400; centroid 8875 Hz, slot wants 500-4500; 4 transients in lomid, slot wants 15-99",satellite @192ms -30dB; satellite @882ms -31dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation4-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation4.wav,single,48,536,crunch_gran,RETRY,8322,-24.4,468,surf_stone,0.95,"-20 dB in 18 ms, slot wants 30-400; centroid 8322 Hz, slot wants 500-4500; 12 transients in lomid, slot wants 15-99",satellite @600ms -25dB; satellite @686ms -24dB; satellite @780ms -30dB; satellite @856ms -28dB
weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation2-s01.wav,Firefly_audio_weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation2.wav,single,34,326,imp_body,KEEP,2350,17.9,310,"surf_wood, surf_soft, limb_tap, gore_wet, head_impact, settle_rest",0.95,,satellite @368ms -31dB
weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation4-s01.wav,Firefly_audio_weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation4.wav,single,122,254,imp_body,RETRY,2796,16.8,240,"surf_wood, surf_soft, gore_wet, head_impact, settle_rest",0.99,"8 transients in lomid, slot wants 0-5",satellite @370ms -28dB
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-s01.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",short,40,160,gore_wet,RETRY,7909,-21.1,156,surf_stone,0.94,"centroid 7909 Hz, slot wants 400-4000",
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-s02.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",short,190,180,gore_wet,RETRY,4727,-22.7,156,limb_tap,0.94,"-20 dB in 4 ms, slot wants 20-350; centroid 4727 Hz, slot wants 400-4000",
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-long.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",long,40,330,gore_wet,RETRY,7557,-21.2,321,,0.94,"centroid 7557 Hz, slot wants 400-4000",
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation3-s01.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation3.wav",single,22,196,gore_wet,RETRY,7340,-38.7,176,"imp_transient, surf_stone",0.73,"-20 dB in 18 ms, slot wants 20-350; centroid 7340 Hz, slot wants 400-4000",satellite @350ms -27dB; satellite @504ms -26dB
